Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power_W,Temp_Diff_K,Strain_Load,Machine failure,UDI,Product ID,TWF,HDF,PWF,OSF,RNF
L,299.2,308.5,1867,27.0,138,5278.81813582693,9.300000000000011,3726.0,0,19211,S69210,0.0,0.0,0.0,0.0,0.0
M,300.2,309.5,1642,28.8,92,4952.155331706662,9.300000000000011,2649.6,0,19212,S69211,0.0,0.0,0.0,0.0,0.0
M,298.3,308.8,1391,50.4,13,7341.525040320917,10.5,655.1999999999999,0,19213,S69212,0.0,0.0,0.0,0.0,0.0
L,297.5,308.6,1793,26.7,70,5013.259308818984,11.100000000000025,1869.0,0,19214,S69213,0.0,0.0,0.0,0.0,0.0
M,299.3,310.5,1404,47.5,12,6983.76046893011,11.199999999999989,570.0,0,19215,S69214,0.0,0.0,0.0,0.0,0.0
L,298.0,307.3,1424,46.5,185,6934.123305003392,9.300000000000011,8602.5,0,19216,S69215,0.0,0.0,0.0,0.0,0.0
L,300.7,311.0,1496,38.3,99,6000.106865140123,10.300000000000011,3791.7,0,19217,S69216,0.0,0.0,0.0,0.0,0.0
M,298.1,309.6,1549,38.7,43,6277.56185632966,11.5,1664.1,0,19218,S69217,0.0,0.0,0.0,0.0,0.0
L,297.4,308.6,1446,48.1,88,7283.531239935649,11.200000000000044,4232.8,0,19219,S69218,0.0,0.0,0.0,0.0,0.0
H,303.1,312.8,1435,41.9,115,6296.432356202223,9.699999999999989,4818.5,0,19220,S69219,0.0,0.0,0.0,0.0,0.0
L,299.0,310.3,1437,47.8,99,7193.053371512262,11.300000000000011,4732.2,0,19221,S69220,0.0,0.0,0.0,0.0,0.0
L,296.9,308.1,1435,45.3,62,6807.360041431044,11.200000000000044,2808.6,0,19222,S69221,0.0,0.0,0.0,0.0,0.0
L,301.1,310.5,1428,44.1,103,6594.70563470955,9.399999999999975,4542.3,0,19223,S69222,0.0,0.0,0.0,0.0,0.0
L,298.3,308.2,1472,44.3,71,6828.733343450965,9.899999999999975,3145.3,0,19224,S69223,0.0,0.0,0.0,0.0,0.0
M,297.2,308.0,1478,42.5,56,6577.971417841429,10.800000000000011,2380.0,0,19225,S69224,0.0,0.0,0.0,0.0,0.0
L,300.2,309.4,1527,37.0,194,5916.561444505657,9.199999999999989,7178.0,0,19226,S69225,0.0,0.0,0.0,0.0,0.0
L,302.3,310.2,1548,35.3,170,5722.348186660736,7.899999999999977,6000.999999999999,0,19227,S69226,0.0,0.0,0.0,0.0,0.0
M,301.6,310.8,1290,65.3,63,8821.27801201478,9.199999999999989,4113.9,0,19228,S69227,0.0,0.0,0.0,0.0,0.0
M,298.2,308.3,1560,33.0,181,5390.972993560085,10.100000000000025,5973.0,0,19229,S69228,0.0,0.0,0.0,0.0,0.0
H,298.8,310.3,1708,27.1,78,4847.1423612726685,11.5,2113.8,0,19230,S69229,0.0,0.0,0.0,0.0,0.0
M,298.5,309.7,1354,60.8,96,8620.865344666776,11.199999999999989,5836.799999999999,0,19231,S69230,0.0,0.0,0.0,0.0,0.0
H,299.7,309.6,1433,49.6,129,7443.145090689033,9.900000000000034,6398.400000000001,0,19232,S69231,0.0,0.0,0.0,0.0,0.0
M,297.7,308.5,1559,35.2,127,5746.685057750546,10.800000000000011,4470.400000000001,0,19233,S69232,0.0,0.0,0.0,0.0,0.0
L,301.3,311.0,1856,21.9,189,4256.481054495739,9.699999999999989,4139.099999999999,0,19234,S69233,0.0,0.0,0.0,0.0,0.0
M,300.9,310.7,1696,27.3,76,4848.608437844344,9.800000000000011,2074.8,0,19235,S69234,0.0,0.0,0.0,0.0,0.0
L,299.8,310.9,2084,17.6,175,3840.953066180929,11.099999999999966,3080.0000000000005,0,19236,S69235,0.0,0.0,0.0,0.0,0.0
M,297.5,309.2,1530,40.0,206,6408.849013323178,11.699999999999989,8240.0,0,19237,S69236,0.0,0.0,0.0,0.0,0.0
L,302.8,312.1,1418,51.4,54,7632.520295847426,9.300000000000011,2775.6,0,19238,S69237,0.0,0.0,0.0,0.0,0.0
L,302.2,310.8,2203,16.6,47,3829.580500774935,8.600000000000023,780.2,0,19239,S69238,0.0,0.0,0.0,0.0,0.0
L,300.3,309.9,1570,34.0,31,5589.940528287439,9.599999999999966,1054.0,0,19240,S69239,0.0,0.0,0.0,0.0,0.0
H,300.7,309.7,1623,32.7,0,5557.697315686095,9.0,0.0,0,19241,S69240,0.0,0.0,0.0,0.0,0.0
L,300.6,309.3,1601,40.2,69,6739.784383452326,8.699999999999989,2773.8,0,19242,S69241,0.0,0.0,0.0,0.0,0.0
M,297.2,308.5,1604,40.7,158,6836.398829525725,11.300000000000011,6430.6,0,19243,S69242,0.0,0.0,0.0,0.0,0.0
H,298.7,309.7,1565,39.3,94,6440.7361787571135,11.0,3694.2,0,19244,S69243,0.0,0.0,0.0,0.0,0.0
M,299.0,308.2,1358,42.7,50,6072.342552221665,9.199999999999989,2135.0,0,19245,S69244,0.0,0.0,0.0,0.0,0.0
L,298.1,308.0,1704,30.9,61,5513.872098168517,9.899999999999975,1884.9,0,19246,S69245,0.0,0.0,0.0,0.0,0.0
L,300.9,311.0,1316,56.5,120,7786.332672167182,10.100000000000025,6780.0,0,19247,S69246,0.0,0.0,0.0,0.0,0.0
L,298.1,307.9,1698,33.3,40,5921.21100163297,9.799999999999956,1332.0,0,19248,S69247,0.0,0.0,0.0,0.0,0.0
L,302.4,312.0,1621,32.5,169,5516.898499091476,9.600000000000025,5492.5,0,19249,S69248,0.0,0.0,0.0,0.0,0.0
L,296.8,307.6,1434,48.3,138,7253.120623048899,10.800000000000011,6665.4,0,19250,S69249,0.0,0.0,0.0,0.0,0.0
M,298.3,309.5,1543,49.9,199,8062.970849266787,11.199999999999989,9930.1,0,19251,S69250,0.0,0.0,0.0,0.0,0.0
L,298.4,309.3,1716,28.4,66,5103.454433903547,10.900000000000034,1874.4,0,19252,S69251,0.0,0.0,0.0,0.0,0.0
H,298.4,308.2,1478,43.5,206,6732.747215908285,9.800000000000011,8961.0,0,19253,S69252,0.0,0.0,0.0,0.0,0.0
L,303.8,312.8,1416,58.7,156,8704.222269742026,9.0,9157.2,0,19254,S69253,0.0,0.0,0.0,0.0,0.0
L,302.1,310.7,1465,40.7,13,6243.967758887275,8.599999999999966,529.1,0,19255,S69254,0.0,0.0,0.0,0.0,0.0
L,298.7,309.7,1547,37.4,0,6058.85464776225,11.0,0.0,0,19256,S69255,0.0,0.0,0.0,0.0,0.0
M,300.7,310.6,1418,46.3,84,6875.207970773071,9.900000000000034,3889.2,0,19257,S69256,0.0,0.0,0.0,0.0,0.0
M,298.2,307.9,1462,38.8,124,5940.290941015772,9.699999999999989,4811.2,0,19258,S69257,0.0,0.0,0.0,0.0,0.0
L,302.5,310.3,1523,36.0,72,5741.574733700706,7.800000000000011,2592.0,0,19259,S69258,0.0,0.0,0.0,0.0,0.0
L,298.1,308.0,1704,30.9,61,5513.872098168517,9.899999999999975,1884.9,0,19260,S69259,0.0,0.0,0.0,0.0,0.0
L,298.1,308.6,1439,44.9,205,6766.058570011849,10.5,9204.5,0,19261,S69260,0.0,0.0,0.0,0.0,0.0
M,301.7,310.8,1502,34.4,157,5410.744083326676,9.100000000000025,5400.8,0,19262,S69261,0.0,0.0,0.0,0.0,0.0
M,298.7,309.6,1738,27.3,79,4968.680109064546,10.900000000000034,2156.7000000000003,0,19263,S69262,0.0,0.0,0.0,0.0,0.0
M,299.7,309.6,1534,39.1,176,6281.028080224121,9.900000000000034,6881.6,0,19264,S69263,0.0,0.0,0.0,0.0,0.0
H,300.7,311.3,1374,53.1,66,7640.290501677305,10.600000000000025,3504.6,0,19265,S69264,0.0,0.0,0.0,0.0,0.0
L,301.0,310.5,1429,39.4,98,5895.994484600156,9.5,3861.2,0,19266,S69265,0.0,0.0,0.0,0.0,0.0
M,304.2,313.1,1608,31.1,20,5236.909289828041,8.900000000000034,622.0,0,19267,S69266,0.0,0.0,0.0,0.0,0.0
L,297.6,308.0,1258,57.4,139,7561.729741386535,10.399999999999975,7978.599999999999,0,19268,S69267,0.0,0.0,0.0,0.0,0.0
L,297.8,309.7,1394,42.9,206,6262.513627518966,11.899999999999975,8837.4,0,19269,S69268,0.0,0.0,0.0,0.0,0.0
L,300.5,311.5,1316,49.7,55,6849.216527552372,11.0,2733.5,0,19270,S69269,0.0,0.0,0.0,0.0,0.0
M,299.7,309.6,1313,60.0,186,8249.822308326797,9.900000000000034,11160.0,0,19271,S69270,0.0,0.0,0.0,0.0,0.0
M,299.2,308.4,1476,32.7,101,5054.319924801403,9.199999999999989,3302.7000000000003,0,19272,S69271,0.0,0.0,0.0,0.0,0.0
H,302.9,311.0,1452,58.3,123,8864.694822487392,8.100000000000023,7170.9,0,19273,S69272,0.0,0.0,0.0,0.0,0.0
L,302.3,311.3,1652,32.8,108,5674.302763011836,9.0,3542.4,0,19274,S69273,0.0,0.0,0.0,0.0,0.0
L,298.4,309.3,1531,37.4,16,5996.190346298647,10.900000000000034,598.4,0,19275,S69274,0.0,0.0,0.0,0.0,0.0
M,300.7,310.7,1377,46.7,36,6734.098100749329,10.0,1681.2,0,19276,S69275,0.0,0.0,0.0,0.0,0.0
M,298.9,309.8,1392,43.1,218,6282.682652355012,10.900000000000034,9395.8,0,19277,S69276,0.0,0.0,0.0,0.0,0.0
L,299.2,310.7,1535,42.6,17,6847.729507029671,11.5,724.2,0,19278,S69277,0.0,0.0,0.0,0.0,0.0
L,297.0,308.3,1399,59.0,135,8643.673307331837,11.300000000000011,7965.0,0,19279,S69278,0.0,0.0,0.0,0.0,0.0
L,300.0,311.4,1655,29.6,30,5130.011363801894,11.399999999999975,888.0,0,19280,S69279,0.0,0.0,0.0,0.0,0.0
L,300.4,311.5,1441,44.6,96,6730.192053883367,11.100000000000025,4281.6,0,19281,S69280,0.0,0.0,0.0,0.0,0.0
L,300.2,310.1,1392,47.9,201,6982.37816816253,9.900000000000034,9627.9,0,19282,S69281,0.0,0.0,0.0,0.0,0.0
L,300.8,309.4,1489,38.4,109,5987.6242703298585,8.599999999999966,4185.599999999999,0,19283,S69282,0.0,0.0,0.0,0.0,0.0
L,301.6,311.3,1706,29.9,93,5341.691876800773,9.699999999999989,2780.7,0,19284,S69283,0.0,0.0,0.0,0.0,0.0
L,298.2,307.9,1847,23.6,69,4564.650349861874,9.699999999999989,1628.4,0,19285,S69284,0.0,0.0,0.0,0.0,0.0
M,302.4,311.1,1366,54.4,0,7781.766890843965,8.700000000000045,0.0,0,19286,S69285,0.0,0.0,0.0,0.0,0.0
L,300.4,311.7,1513,40.0,51,6337.639579841809,11.300000000000011,2040.0,0,19287,S69286,0.0,0.0,0.0,0.0,0.0
L,303.0,312.3,1932,21.9,132,4430.7766149169,9.300000000000011,2890.8,0,19288,S69287,0.0,0.0,0.0,0.0,0.0
L,301.1,310.8,1274,55.7,169,7431.102318850273,9.699999999999989,9413.3,0,19289,S69288,0.0,0.0,0.0,0.0,0.0
L,298.1,308.6,1439,44.9,205,6766.058570011849,10.5,9204.5,0,19290,S69289,0.0,0.0,0.0,0.0,0.0
L,301.7,310.1,1500,39.6,56,6220.353454107791,8.400000000000034,2217.6,0,19291,S69290,0.0,0.0,0.0,0.0,0.0
H,297.0,308.4,1305,54.6,168,7461.596711541118,11.399999999999975,9172.8,0,19292,S69291,0.0,0.0,0.0,0.0,0.0
L,302.0,310.6,1583,38.9,94,6448.506384586993,8.600000000000023,3656.6,0,19293,S69292,0.0,0.0,0.0,0.0,0.0
M,300.5,311.5,1378,48.2,82,6955.444247145754,11.0,3952.4,0,19294,S69293,0.0,0.0,0.0,0.0,0.0
M,301.4,310.6,1565,36.1,110,5916.299645117858,9.200000000000044,3971.0,0,19295,S69294,0.0,0.0,0.0,0.0,0.0
L,301.1,310.2,1657,34.1,52,5917.05362735472,9.099999999999966,1773.2,0,19296,S69295,0.0,0.0,0.0,0.0,0.0
M,300.1,311.3,1650,33.8,38,5840.220743023426,11.199999999999989,1284.4,0,19297,S69296,0.0,0.0,0.0,0.0,0.0
L,297.3,308.6,1297,45.9,184,6234.2078777101215,11.300000000000011,8445.6,0,19298,S69297,0.0,0.0,0.0,0.0,0.0
M,299.9,309.1,1345,56.8,10,8000.170412121527,9.200000000000044,568.0,0,19299,S69298,0.0,0.0,0.0,0.0,0.0
M,298.0,308.1,1339,51.6,197,7235.339208629582,10.100000000000025,10165.2,0,19300,S69299,0.0,0.0,0.0,0.0,0.0
M,300.2,309.1,1406,42.2,40,6213.358174465798,8.900000000000034,1688.0,0,19301,S69300,0.0,0.0,0.0,0.0,0.0
L,300.8,311.8,1928,21.8,209,4401.413195581348,11.0,4556.2,0,19302,S69301,0.0,0.0,0.0,0.0,0.0
L,298.0,308.1,1777,24.3,200,4521.914217797541,10.100000000000025,4860.0,0,19303,S69302,0.0,0.0,0.0,0.0,0.0
L,298.9,310.0,1378,49.3,18,7114.178451956133,11.100000000000025,887.4,0,19304,S69303,0.0,0.0,0.0,0.0,0.0
H,298.8,309.9,1466,44.6,66,6846.954580841786,11.099999999999966,2943.6,0,19305,S69304,0.0,0.0,0.0,0.0,0.0
M,295.6,306.1,1490,42.7,171,6662.5849799781145,10.5,7301.700000000001,0,19306,S69305,0.0,0.0,0.0,0.0,0.0
L,299.2,310.7,1535,42.6,17,6847.729507029671,11.5,724.2,0,19307,S69306,0.0,0.0,0.0,0.0,0.0
L,296.8,307.9,1337,56.5,5,7910.582661616659,11.099999999999966,282.5,0,19308,S69307,0.0,0.0,0.0,0.0,0.0
H,297.5,308.5,1393,46.6,56,6797.7572398865705,11.0,2609.6,0,19309,S69308,0.0,0.0,0.0,0.0,0.0
L,296.7,308.0,1535,36.8,210,5915.40952719934,11.300000000000011,7727.999999999999,0,19310,S69309,0.0,0.0,0.0,0.0,0.0
L,296.8,307.6,1304,48.7,142,6650.20710492297,10.800000000000011,6915.400000000001,0,19311,S69310,0.0,0.0,0.0,0.0,0.0
M,301.3,310.8,1494,35.3,54,5522.73138945164,9.5,1906.2,0,19312,S69311,0.0,0.0,0.0,0.0,0.0
L,300.0,310.4,1333,49.1,131,6853.939388508268,10.399999999999975,6432.1,0,19313,S69312,0.0,0.0,0.0,0.0,0.0
L,298.3,308.8,1645,30.4,33,5236.825514023945,10.5,1003.2,0,19314,S69313,0.0,0.0,0.0,0.0,0.0
L,300.7,311.9,1462,39.7,181,6078.081194802221,11.199999999999989,7185.700000000001,0,19315,S69314,0.0,0.0,0.0,0.0,0.0
L,297.6,308.6,1383,47.5,75,6879.3025131982495,11.0,3562.5,0,19316,S69315,0.0,0.0,0.0,0.0,0.0
L,302.7,312.2,1447,47.5,166,7197.650568762015,9.5,7885.0,0,19317,S69316,0.0,0.0,0.0,0.0,0.0
H,300.4,309.5,1547,50.7,131,8213.474081324764,9.100000000000025,6641.700000000001,0,19318,S69317,0.0,0.0,0.0,0.0,0.0
L,299.4,309.2,1552,37.4,37,6078.437241969627,9.800000000000011,1383.8,0,19319,S69318,0.0,0.0,0.0,0.0,0.0
M,302.1,310.7,1608,30.3,81,5102.197796842112,8.599999999999966,2454.3,0,19320,S69319,0.0,0.0,0.0,0.0,0.0
M,298.5,309.4,1365,48.7,56,6961.298081456944,10.899999999999975,2727.2000000000003,0,19321,S69320,0.0,0.0,0.0,0.0,0.0
L,301.7,310.7,1605,33.3,220,5596.904392002895,9.0,7325.999999999999,0,19322,S69321,0.0,0.0,0.0,0.0,0.0
L,298.8,308.9,1455,41.3,208,6292.767164773034,10.099999999999966,8590.4,1,19323,S69322,0.0,0.0,0.0,1.0,0.0
L,303.1,311.3,1336,52.6,172,7359.0341833769235,8.199999999999989,9047.2,1,19324,S69323,0.0,0.0,0.0,1.0,0.0
L,302.0,310.4,1357,58.0,108,8242.073046447942,8.399999999999977,6264.0,1,19325,S69324,0.0,1.0,0.0,0.0,0.0
H,303.6,312.2,1371,54.6,112,7838.964821090324,8.599999999999966,6115.2,1,19326,S69325,0.0,0.0,0.0,1.0,0.0
L,298.4,308.2,1282,60.7,216,8149.019072048613,9.800000000000011,13111.2,1,19327,S69326,0.0,1.0,0.0,0.0,0.0
L,302.7,312.4,1477,46.3,251,7161.270925833444,9.699999999999989,11621.3,1,19328,S69327,0.0,0.0,1.0,0.0,0.0
M,302.6,310.2,2676,10.8,84,3026.484698762264,7.599999999999966,907.2,1,19329,S69328,1.0,0.0,0.0,0.0,0.0
H,296.9,307.8,1549,35.8,206,5807.150244356637,10.900000000000034,7374.799999999999,1,19330,S69329,0.0,0.0,1.0,0.0,0.0
L,297.6,309.6,1501,49.8,222,7827.780751243544,12.0,11055.6,1,19331,S69330,0.0,0.0,0.0,1.0,0.0
L,303.5,311.6,1361,46.5,62,6627.3467823803485,8.100000000000023,2883.0,1,19332,S69331,1.0,0.0,0.0,1.0,0.0
L,302.3,310.9,1379,49.3,34,7119.341135883533,8.599999999999966,1676.1999999999998,1,19333,S69332,0.0,0.0,0.0,1.0,0.0
L,297.0,307.8,1316,61.2,200,8434.045301533302,10.800000000000011,12240.0,1,19334,S69333,0.0,0.0,0.0,1.0,0.0
L,303.6,311.8,1222,66.8,148,8548.231722515779,8.199999999999989,9886.4,1,19335,S69334,0.0,1.0,0.0,1.0,0.0
M,303.4,311.7,1353,44.1,192,6248.345044651275,8.300000000000011,8467.2,1,19336,S69335,0.0,0.0,1.0,0.0,0.0
L,301.9,311.0,2691,12.1,31,3409.7904184267536,9.100000000000025,375.1,1,19337,S69336,1.0,0.0,0.0,0.0,0.0
M,301.8,310.1,2372,13.9,205,3452.6941020992786,8.300000000000011,2849.5,1,19338,S69337,1.0,0.0,0.0,0.0,0.0
L,302.3,311.4,1333,66.7,205,9310.748619419584,9.099999999999966,13673.5,1,19339,S69338,0.0,1.0,0.0,0.0,0.0
M,297.2,308.1,1340,61.3,207,8601.890125039092,10.900000000000034,12689.1,1,19340,S69339,0.0,1.0,0.0,0.0,0.0
M,303.4,312.6,2706,9.8,65,2777.042242067233,9.200000000000044,637.0,1,19341,S69340,0.0,1.0,0.0,0.0,0.0
L,302.6,312.1,1288,68.5,0,9239.21455469734,9.5,0.0,1,19342,S69341,0.0,0.0,1.0,1.0,0.0
L,302.5,310.3,1326,58.5,55,8123.216124387127,7.800000000000011,3217.5,1,19343,S69342,0.0,0.0,1.0,0.0,0.0
L,302.7,310.5,1263,67.8,197,8967.299238553633,7.800000000000011,13356.6,1,19344,S69343,0.0,1.0,0.0,0.0,0.0
M,298.8,310.1,1243,74.5,194,9697.415843223414,11.300000000000011,14453.0,1,19345,S69344,0.0,0.0,0.0,1.0,0.0
M,300.0,311.4,1692,29.0,216,5138.388944211465,11.399999999999975,6264.0,1,19346,S69345,0.0,0.0,1.0,0.0,0.0
M,295.8,306.3,1235,76.2,89,9854.861995045823,10.5,6781.8,1,19347,S69346,0.0,1.0,0.0,0.0,0.0
L,298.5,309.5,1385,46.3,203,6715.206656925742,11.0,9398.9,1,19348,S69347,0.0,0.0,1.0,0.0,0.0
L,302.5,310.3,1326,58.5,55,8123.216124387127,7.800000000000011,3217.5,1,19349,S69348,0.0,1.0,0.0,0.0,0.0
H,302.6,311.5,1629,34.4,228,5868.243749493446,8.899999999999977,7843.2,1,19350,S69349,0.0,1.0,0.0,0.0,0.0
M,298.7,310.1,1402,69.7,64,10233.151638440082,11.400000000000034,4460.8,1,19351,S69350,0.0,1.0,0.0,0.0,0.0
L,298.6,308.2,1361,68.2,172,9720.108614157843,9.599999999999966,11730.4,1,19352,S69351,1.0,0.0,0.0,0.0,0.0
L,299.3,308.9,1258,69.4,119,9142.57916467292,9.599999999999966,8258.6,1,19353,S69352,1.0,0.0,0.0,0.0,0.0
L,299.1,310.2,1317,54.8,231,7557.792278594037,11.099999999999966,12658.8,1,19354,S69353,1.0,0.0,0.0,0.0,0.0
M,302.2,310.6,1346,49.2,134,6934.877287240253,8.400000000000034,6592.8,1,19355,S69354,0.0,1.0,0.0,0.0,0.0
M,303.0,311.3,1335,53.6,164,7493.326797342375,8.300000000000011,8790.4,1,19356,S69355,0.0,1.0,0.0,0.0,0.0
H,302.8,312.4,1411,53.8,246,7949.465106692587,9.599999999999966,13234.8,1,19357,S69356,0.0,0.0,0.0,1.0,0.0
L,302.0,311.2,1270,65.3,182,8684.514011828503,9.199999999999989,11884.6,1,19358,S69357,0.0,0.0,1.0,0.0,0.0
L,298.5,309.5,1294,66.7,12,9038.34112042681,11.0,800.4000000000001,1,19359,S69358,0.0,0.0,0.0,1.0,0.0
L,303.4,311.7,1295,51.3,51,6956.899851741918,8.300000000000011,2616.3,1,19360,S69359,0.0,0.0,1.0,1.0,0.0
L,302.3,310.9,1379,49.3,34,7119.341135883533,8.599999999999966,1676.1999999999998,1,19361,S69360,1.0,0.0,0.0,0.0,0.0
L,299.6,310.9,1229,65.2,209,8391.277753542434,11.299999999999956,13626.8,1,19362,S69361,0.0,0.0,1.0,0.0,0.0
M,303.6,312.8,2659,11.4,26,3174.3280490401985,9.199999999999989,296.40000000000003,1,19363,S69362,0.0,0.0,0.0,1.0,0.0
M,302.7,310.6,1349,51.2,6,7232.867822408758,7.900000000000034,307.20000000000005,1,19364,S69363,0.0,0.0,1.0,0.0,0.0
L,298.9,310.2,2737,8.8,142,2522.238133910077,11.300000000000011,1249.6,1,19365,S69364,0.0,0.0,0.0,1.0,0.0
L,302.6,311.0,1284,68.0,114,9143.291259007734,8.399999999999977,7752.0,1,19366,S69365,0.0,0.0,0.0,1.0,0.0
L,303.0,311.2,1341,51.0,174,7161.888772388652,8.199999999999989,8874.0,1,19367,S69366,0.0,1.0,0.0,0.0,0.0
L,297.4,308.5,1399,61.5,61,9009.930650862849,11.100000000000025,3751.5,1,19368,S69367,0.0,0.0,1.0,1.0,0.0
L,300.8,310.7,1339,59.1,203,8286.987349418765,9.899999999999975,11997.3,1,19369,S69368,1.0,0.0,0.0,0.0,0.0
L,302.6,311.0,1369,60.0,93,8601.680685528854,8.399999999999977,5580.0,1,19370,S69369,0.0,0.0,0.0,0.0,0.0
L,298.9,309.1,2861,4.6,143,1378.1748092277942,10.200000000000044,657.8,1,19371,S69370,1.0,0.0,0.0,0.0,0.0
L,298.2,307.9,1313,67.3,67,9253.550689173224,9.699999999999989,4509.099999999999,1,19372,S69371,0.0,1.0,0.0,0.0,0.0
L,302.4,311.0,1338,67.6,194,9471.776186867082,8.600000000000023,13114.4,1,19373,S69372,0.0,0.0,1.0,0.0,0.0
L,303.3,311.3,1350,48.1,32,6799.977298695108,8.0,1539.2,1,19374,S69373,0.0,1.0,0.0,0.0,0.0
H,296.9,307.8,1549,35.8,206,5807.150244356637,10.900000000000034,7374.799999999999,1,19375,S69374,0.0,0.0,0.0,0.0,0.0
M,303.6,312.8,2659,11.4,26,3174.3280490401985,9.199999999999989,296.40000000000003,1,19376,S69375,1.0,0.0,0.0,0.0,0.0
L,302.7,312.4,1477,46.3,251,7161.270925833444,9.699999999999989,11621.3,1,19377,S69376,0.0,0.0,1.0,0.0,0.0
L,299.6,310.7,1922,23.3,205,4689.622905621675,11.099999999999966,4776.5,1,19378,S69377,0.0,1.0,0.0,0.0,0.0
L,297.8,307.3,1327,61.0,186,8476.7500176711,9.5,11346.0,1,19379,S69378,0.0,1.0,0.0,0.0,0.0
L,301.6,310.8,1355,57.8,195,8201.546501216633,9.199999999999989,11271.0,1,19380,S69379,0.0,0.0,0.0,0.0,0.0
L,299.0,310.4,1365,49.1,226,7018.475067752278,11.399999999999975,11096.6,1,19381,S69380,0.0,0.0,1.0,0.0,0.0
L,299.1,308.8,1320,67.5,20,9330.530181161685,9.699999999999989,1350.0,1,19382,S69381,0.0,1.0,0.0,0.0,0.0
L,302.4,310.7,1362,54.8,155,7816.031194719118,8.300000000000011,8494.0,1,19383,S69382,1.0,0.0,0.0,0.0,0.0
M,302.1,310.1,1379,48.2,166,6960.491739342522,8.0,8001.200000000001,1,19384,S69383,0.0,1.0,0.0,0.0,0.0
M,302.6,312.3,1454,54.8,253,8343.986312130395,9.699999999999989,13864.4,1,19385,S69384,0.0,1.0,0.0,0.0,0.0
L,302.0,310.4,1336,58.2,110,8142.505503280171,8.399999999999977,6402.0,1,19386,S69385,0.0,0.0,0.0,1.0,0.0
M,302.4,310.1,1379,48.9,107,7061.577718959529,7.700000000000045,5232.3,1,19387,S69386,0.0,0.0,1.0,0.0,0.0
L,302.0,310.1,1361,45.4,174,6470.570836990706,8.100000000000023,7899.599999999999,1,19388,S69387,0.0,1.0,0.0,0.0,0.0
L,303.2,311.4,1238,54.6,226,7078.5109033623785,8.199999999999989,12339.6,1,19389,S69388,0.0,1.0,0.0,0.0,0.0
H,302.1,310.7,1294,62.4,101,8455.65945899,8.599999999999966,6302.4,1,19390,S69389,1.0,0.0,0.0,0.0,0.0
L,301.3,310.1,1269,56.8,195,7548.116173220979,8.800000000000011,11076.0,1,19391,S69390,0.0,1.0,0.0,0.0,0.0
L,302.3,310.1,1353,50.9,36,7211.808679654192,7.800000000000011,1832.4,1,19392,S69391,0.0,0.0,1.0,0.0,0.0
L,296.8,308.1,1289,62.0,199,8368.99338965297,11.300000000000011,12338.0,1,19393,S69392,0.0,0.0,0.0,1.0,0.0
M,302.2,310.6,1346,49.2,134,6934.877287240253,8.400000000000034,6592.8,1,19394,S69393,0.0,0.0,0.0,1.0,0.0
L,303.6,311.8,1222,66.8,148,8548.231722515779,8.199999999999989,9886.4,1,19395,S69394,0.0,0.0,1.0,1.0,0.0
M,296.7,307.8,1258,69.0,105,9089.884183896707,11.100000000000025,7245.0,1,19396,S69395,0.0,1.0,0.0,0.0,0.0
M,303.4,311.7,1353,44.1,192,6248.345044651275,8.300000000000011,8467.2,1,19397,S69396,0.0,1.0,0.0,0.0,0.0
L,300.7,310.4,1416,61.8,209,9163.900106815285,9.699999999999989,12916.2,1,19398,S69397,0.0,0.0,1.0,0.0,0.0
L,301.6,310.1,1326,48.2,77,6692.974652913838,8.5,3711.4,1,19399,S69398,1.0,0.0,0.0,0.0,0.0
M,303.9,313.2,1422,48.0,215,7147.751605447496,9.300000000000011,10320.0,1,19400,S69399,0.0,0.0,0.0,1.0,0.0
H,300.3,309.9,1394,46.7,210,6817.235114338828,9.599999999999966,9807.0,1,19401,S69400,0.0,0.0,0.0,1.0,0.0
L,302.4,310.2,1351,45.1,168,6380.585151416381,7.800000000000011,7576.8,1,19402,S69401,0.0,1.0,0.0,0.0,0.0
L,302.0,310.8,1615,29.0,235,4904.549731029266,8.800000000000011,6815.0,1,19403,S69402,0.0,1.0,0.0,0.0,0.0
H,304.0,313.2,1271,68.6,161,9130.578280736208,9.199999999999989,11044.6,1,19404,S69403,0.0,0.0,0.0,0.0,0.0
L,302.7,310.5,1263,67.8,197,8967.299238553633,7.800000000000011,13356.6,1,19405,S69404,0.0,0.0,1.0,0.0,0.0
L,301.8,309.7,1442,45.3,233,6840.566675779486,7.899999999999977,10554.9,1,19406,S69405,0.0,0.0,1.0,0.0,0.0
M,302.4,310.3,1378,54.3,165,7835.69756473059,7.900000000000034,8959.5,1,19407,S69406,0.0,0.0,0.0,1.0,0.0
L,298.4,309.6,1710,27.3,163,4888.632328251077,11.200000000000044,4449.900000000001,1,19408,S69407,0.0,1.0,0.0,0.0,0.0
L,301.7,309.5,1298,65.5,229,8903.168860518354,7.800000000000011,14999.5,1,19409,S69408,0.0,1.0,0.0,0.0,0.0
L,301.0,311.1,1236,64.4,177,8335.524955916726,10.100000000000025,11398.8,1,19410,S69409,0.0,0.0,1.0,0.0,0.0
M,302.4,310.1,1358,54.6,61,7764.634738906389,7.700000000000045,3330.6,1,19411,S69410,0.0,1.0,0.0,0.0,0.0
L,301.8,310.2,2825,5.8,215,1715.833187635625,8.399999999999977,1247.0,1,19412,S69411,0.0,0.0,0.0,1.0,0.0
